instrument,avg_score,pos_ratio,real_label,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
SH601059,0.04324334610445699,1.0,,2026-02-12,-0.0055834684,0.006700193,-0.83332944,0.0005583234,0.08332945,0.00055840146,0.0833411,-0.00558339,-0.8333178,1.0056149,1.0061762,0.99943846,1.0016264,0.9994456,0.98835915,0.99667406,0.9955654,0.99279374,0.99988914,0.9963414,0.9945676,0.99728376,0.9986419,0.005293716,0.006288849,0.006121651,0.007686931,0.008084683,0.002328168,0.0017603987,0.00031092024,-0.00028597927,-0.00024543735,0.48355657,0.7182758,0.090287775,0.10726669,0.15360457,-0.0045454414,-0.004263225,0.002478657,0.0068629137,0.0062668687,1.008379,1.008379,1.008379,1.0238498,1.0822198,0.99159193,0.9810767,0.97320545,0.97320545,0.97320545,1.0037694,1.0006652,0.99900216,1.0012195,1.0017738,0.99745005,0.99079823,0.9892461,0.9934589,0.99478936,0.6,0.8,0.9,0.7,0.6625,0.50086516,0.6931026,0.76178104,0.52907205,0.24578908,0.6,0.8,0.9,0.1,0.033333335,0.4,0.1,0.5,0.6666667,0.033333335,0.2,0.7,0.4,-0.56666666,0.0,-0.6589995,-0.6516083,-0.6867893,0.18733925,0.44922113,-0.34700048,-0.2151097,-0.2126165,0.405749,0.44834137,0.6,0.6,0.4,0.43333334,0.26666668,0.4,0.3,0.4,0.43333334,0.31666666,0.2,0.3,0.0,0.0,-0.05,0.5102054,0.64383656,0.52343774,0.51600003,0.4517133,0.4897946,0.3561634,0.4765623,0.48399997,0.54828674,0.02041076,0.28767315,0.046875432,0.032000076,-0.09657344,1.2921112,1.5134678,1.5525992,1.8344402,1.9773359,0.36480147,0.50095224,0.48900974,0.7162724,1.0063502,0.5803233,0.75055546,1.1952354,1.6730418,1.5761393,0.19173725,0.37800828,0.4256639,0.4875161,0.38590074,0.80826277,0.62199175,0.5743361,0.5124839,0.61409926,-0.61652553,-0.24398346,-0.14867221,-0.024967792,-0.22819854
SH601319,0.04281449543660952,0.875,,2026-02-12,-0.016447295,0.024122832,-0.6818144,0.0065790024,0.27272928,0.0010965356,0.04545634,-0.021929761,-0.9090873,1.0167223,1.0234114,0.99888515,1.0073671,1.0103092,1.0346766,1.059044,1.0065603,0.94095594,1.0140581,1.0135895,1.0183223,1.0378007,1.0054982,0.011324326,0.009529571,0.012754552,0.035225067,0.048936725,-0.0018743998,-0.00044871925,-0.0010266987,-0.0027463606,0.0016835356,0.06849198,0.020324228,0.22678986,0.47110006,0.360973,-0.010309274,-0.011570221,-0.0085687125,0.0020215914,-0.05516253,1.0329347,1.0448784,1.0720712,1.1348897,1.1348897,0.99799556,0.99036545,0.99036545,0.99036545,0.8934419,1.0232427,1.0232427,1.0286785,1.074789,1.0352389,1.0037488,1.0044985,1.0091846,1.0103092,0.95745075,0.2,0.1,0.1,0.1,0.38333333,0.057370316,0.1767393,0.11791788,0.06666399,0.44132966,0.4,0.2,0.05,0.26666668,0.6333333,0.2,0.3,0.65,0.76666665,0.15,0.2,-0.1,-0.6,-0.5,0.48333332,0.08145055,0.06674312,0.24292609,0.5186657,0.12991275,0.37809566,0.259993,0.30036944,0.4420831,0.24757227,0.2,0.2,0.3,0.36666667,0.45,0.8,0.8,0.7,0.6333333,0.55,-0.6,-0.6,-0.4,-0.26666668,-0.1,0.4035096,0.32381022,0.36244568,0.49209943,0.5326425,0.59649044,0.6761898,0.6375543,0.5079006,0.46735752,-0.19298083,-0.35237953,-0.27510864,-0.015801148,0.06528495,0.83286965,1.0447712,1.218511,1.3447402,1.3357006,0.323395,0.36196634,0.40304643,0.4490303,0.53958887,1.0604744,0.8310601,0.92082345,1.195442,1.3339887,0.5323108,0.34553248,0.48311323,0.5154651,0.50364786,0.46768922,0.6544675,0.5168868,0.48453495,0.49635217,0.06462158,-0.30893505,-0.033773538,0.030930126,0.007295678
SZ300979,0.04211405231748497,1.0,,2026-02-12,-0.014343411,0.016969688,-0.84523714,0.00020202136,0.011904836,0.0024242562,0.14285803,-0.012121175,-0.71428394,1.0145521,1.0147572,0.9975405,1.0024183,1.0461483,1.0034117,1.0545878,1.044173,1.222302,1.0237744,1.0188723,1.0189261,1.0258095,1.1019602,0.016393926,0.019650087,0.020150742,0.01998967,0.09385776,-0.008816649,0.0021689392,-0.00048631124,-0.0009903058,-0.0047879913,0.72307146,0.11168048,0.020385183,0.19020815,0.793718,-0.00614113,-0.028632509,-0.014306192,-0.011450054,0.039285537,1.0461322,1.0525023,1.062479,1.0624977,1.3190855,0.9975405,0.98196524,0.975503,0.975503,0.975503,1.035482,1.035482,1.035482,1.0431316,1.2044891,1.0106302,1.0011492,1.0011492,1.0054228,1.0271503,0.2,0.2,0.2,0.13333334,0.06666667,0.050616294,0.2556779,0.2816522,0.28159156,0.071298696,0.2,0.5,0.05,0.3,0.18333334,1.0,0.2,0.45,0.6333333,0.81666666,-0.8,0.3,-0.4,-0.33333334,-0.6333333,0.15920225,-0.04690557,-0.1366393,0.038298294,-0.45674425,-0.38502595,0.20841883,0.10106418,0.036148448,-0.102101,0.4,0.6,0.5,0.56666666,0.46666667,0.6,0.4,0.5,0.43333334,0.53333336,-0.2,0.2,0.0,0.13333334,-0.06666667,0.07590833,0.48682415,0.39295784,0.43685842,0.38245353,0.9240917,0.51317585,0.60704213,0.5631416,0.61754644,-0.84818333,-0.026351685,-0.21408433,-0.12628315,-0.23509292,1.240698,1.7430419,1.9783909,2.0965128,1.7997934,0.23762994,0.63958085,0.60746413,0.5669802,0.7091359,0.95266855,0.7244083,0.709149,0.6969162,1.3515537,0.15968385,0.42564833,0.45696488,0.4797611,0.50121564,0.8403161,0.57435167,0.5430351,0.52023894,0.49878436,-0.6806323,-0.14870332,-0.086070225,-0.04047783,0.0024312863
SH600085,0.04144851588921285,0.875,,2026-02-12,-0.013496088,0.0151028205,-0.8936137,0.0,0.0,0.001606733,0.10638628,-0.011889354,-0.78722745,1.0136807,1.0136807,0.9983713,1.0025668,1.024753,1.0062016,1.0241086,1.0527813,1.1439809,1.0150558,1.0052513,1.003215,1.0181817,1.0466092,0.010508008,0.017423993,0.015861534,0.025883429,0.037867643,-0.006384236,0.0033420562,0.00028302582,-0.0019919453,-0.0019847797,0.92282003,0.33724344,0.011143708,0.45900023,0.8378917,-0.0022873555,-0.020290518,-0.005903659,0.010701494,0.011941818,1.0583054,1.0583054,1.0583054,1.0742745,1.1459438,0.9983713,0.97655195,0.96906704,0.96906704,0.96906704,1.023663,1.0232066,1.0193567,1.0505638,1.0841709,1.0099012,0.9865818,0.9865818,0.9920532,1.0117912,0.2,0.4,0.45,0.3,0.15,0.02717511,0.2868146,0.34663308,0.29401827,0.17488416,0.2,0.6,0.8,0.26666668,0.016666668,1.0,0.3,0.45,0.6333333,0.81666666,-0.8,0.3,0.35,-0.36666667,-0.8,0.6914738,0.54467,0.018054832,-0.3486602,-0.52638453,-0.33534023,0.6414108,0.28791806,0.20113592,0.12721586,0.4,0.5,0.5,0.46666667,0.38333333,0.6,0.5,0.5,0.53333336,0.6166667,-0.2,0.0,0.0,-0.06666667,-0.23333333,0.09632432,0.4687923,0.4372906,0.39719734,0.35517153,0.9036757,0.53120774,0.5627094,0.60280263,0.64482844,-0.80735135,-0.062415447,-0.12541878,-0.20560531,-0.28965694,1.455117,1.4702518,1.7167033,1.5456122,1.2155296,0.995279,0.8134835,0.8003195,0.7803124,0.6923011,0.65211403,1.1550564,1.0277303,1.2054296,1.326286,0.25906774,0.3852278,0.47453183,0.5091352,0.49680704,0.7409322,0.6147722,0.5254682,0.49086484,0.50319296,-0.48186448,-0.2295444,-0.05093631,0.018270325,-0.006385929
SH601825,0.04131731528100474,1.0,,2026-02-12,-0.012687431,0.023067964,-0.55000216,0.0011533927,0.04999976,0.009227142,0.39999807,-0.0046136817,-0.20000385,1.0128505,1.0140187,0.9906543,0.9983565,1.0026432,0.9938327,1.0246696,1.0713657,1.0387665,1.0045816,0.9944494,0.9961234,1.0180323,1.0476359,0.005190017,0.01642042,0.01756168,0.03649434,0.04214861,0.00079294725,0.0031237425,-0.00054850656,-0.0033309646,-0.0018575401,0.058356743,0.33173653,0.034142837,0.64564043,0.5923928,-0.0061674076,-0.0085062105,0.009087441,0.030266657,0.007161573,1.0164143,1.0198798,1.0340167,1.0992329,1.1273292,0.9906543,0.95832086,0.95832086,0.95832086,0.95832086,1.0098678,1.0047578,1.0098678,1.0546255,1.0907489,1.0,0.9767401,0.9767401,0.98995596,1.0026432,0.3,0.45,0.5,0.33333334,0.16666667,0.36280033,0.6770611,0.55061346,0.2957811,0.24660991,0.8,0.1,0.05,0.06666667,0.18333334,1.0,0.3,0.65,0.76666665,0.8833333,-0.2,-0.2,-0.6,-0.7,-0.7,-0.6293998,-0.3758009,-0.26673493,-0.29930174,-0.23765726,-0.2848918,0.38889536,0.2763926,0.23859729,0.16961643,0.6,0.6,0.4,0.33333334,0.43333334,0.4,0.4,0.5,0.53333336,0.48333332,0.2,0.2,-0.1,-0.2,-0.05,0.4444434,0.5271314,0.440678,0.38053092,0.4684814,0.5555566,0.47286862,0.559322,0.6194691,0.5315186,-0.11111321,0.05426277,-0.11864399,-0.23893818,-0.06303722,0.79433036,1.2497638,1.4452932,1.3468106,1.2351587,0.13143168,0.6156926,0.5618177,0.5337048,0.5101549,0.97565305,1.0649621,1.0349753,1.0313538,1.0790672,0.26315844,0.268598,0.47836858,0.51505154,0.5097264,0.73684156,0.73140204,0.5216314,0.48494846,0.49027362,-0.4736831,-0.46280402,-0.04326282,0.030103104,0.019452753
SH600026,0.04116146452910023,0.375,,2026-02-12,0.07151029,0.08752862,0.81699324,0.0,0.0,0.016018331,0.18300676,0.08752862,1.0,0.93326217,1.0,0.91831285,0.98363715,0.8629442,0.8392555,0.7631134,0.6252115,0.6909194,0.9108855,0.8805979,0.8350818,0.7851476,0.7106599,0.05581939,0.05385624,0.063168816,0.09317589,0.10133334,0.03262831,0.014715687,0.009760442,0.010193315,0.004763089,0.8541988,0.684385,0.83560604,0.9275247,0.67386436,0.023857864,0.053181544,0.07219401,0.06704934,0.14882897,1.0,1.0,1.0,1.0,1.0,0.838374,0.7999245,0.7394034,0.6176473,0.5974433,0.9320925,0.9103779,0.8808235,0.85482234,0.81111115,0.87241966,0.84670055,0.7750705,0.7180485,0.6239707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.05,0.033333335,0.28333333,0.8,0.8,0.95,0.96666664,0.71666664,0.7771623,0.169997,0.3082161,0.16863589,0.4656531,0.97439736,0.71763366,0.6182871,0.48633555,0.41909286,0.6,0.6,0.55,0.6333333,0.5,0.4,0.4,0.4,0.33333334,0.48333332,0.2,0.2,0.15,0.3,0.016666668,0.90500027,0.73710495,0.7497029,0.803841,0.65196896,0.09499973,0.26289502,0.25029716,0.19615899,0.34803104,0.81000054,0.47420996,0.4994057,0.60768205,0.30393788,0.6241395,0.6944671,0.6791406,0.69851875,0.6004409,0.23407356,0.1779229,0.18197073,0.19067003,0.23687617,1.3029746,0.9409826,1.1282358,1.1622976,1.3887944,0.63207245,0.53324324,0.5462117,0.5722904,0.52981484,0.36792752,0.46675676,0.45378828,0.42770958,0.47018516,0.26414496,0.06648651,0.092423454,0.14458084,0.0596297
SH600426,0.04114732017070202,0.75,,2026-02-12,-0.014050267,0.024317797,-0.5777771,0.0075655533,0.31111178,0.0027019775,0.11111111,-0.018913843,-0.7777778,1.0142505,1.0219239,0.9972595,1.0083562,0.97285914,1.0331583,0.9386011,0.86626697,0.75637543,1.0020293,0.9960534,1.0086164,0.97233695,0.88146865,0.011327344,0.023295958,0.030838983,0.059465565,0.103872076,0.0044944286,0.0016843877,-0.0009361026,0.0047770143,0.0055602016,0.39357978,0.04792194,0.032248896,0.5001309,0.8739433,-0.011018208,-0.003633123,0.00027656514,-0.041603647,-0.045494568,1.0408407,1.0608358,1.0739988,1.0739988,1.0739988,0.9503997,0.9334111,0.92544895,0.847088,0.73911357,1.011014,1.011014,1.0360675,1.0289918,1.0009835,0.9943021,0.9849273,0.9936381,0.9112071,0.77154773,0.6,0.5,0.35,0.56666666,0.78333336,0.5484266,0.52257454,0.5018587,0.673886,0.77903235,0.8,0.1,0.3,0.53333336,0.76666665,0.2,0.2,0.05,0.06666667,0.1,0.6,-0.1,0.25,0.46666667,0.6666667,-0.093885005,-0.51907855,0.06011424,0.47973529,0.6326553,0.74752736,-0.6606614,-0.2945672,-0.12617452,0.04820018,0.8,0.5,0.55,0.53333336,0.5833333,0.2,0.5,0.45,0.46666667,0.41666666,0.6,0.0,0.1,0.06666667,0.16666667,0.7239723,0.43023053,0.5609474,0.6025261,0.6217516,0.27602768,0.56976944,0.43905255,0.3974739,0.37824836,0.44794464,-0.13953893,0.12189489,0.2050522,0.24350324,1.8196703,2.3852317,2.494801,2.1997197,1.8227156,0.49769488,1.2415265,1.0034064,0.94833255,0.8131067,0.37288597,1.6636338,1.2977417,1.4094555,1.5602435,0.17803958,0.42452964,0.46854293,0.47241986,0.47518364,0.82196045,0.5754703,0.53145707,0.52758014,0.5248164,-0.64392084,-0.15094069,-0.06291415,-0.055160265,-0.049632754
SH603799,0.041085813193063814,0.75,,2026-02-12,0.0020000094,0.033066627,0.06048423,0.021466626,0.6491931,0.00959999,0.29032266,-0.009866627,-0.29838625,0.99800396,1.0214238,0.98842317,1.0059206,0.94347084,1.0459201,1.053929,0.90529925,0.85563475,0.9566176,0.95180196,0.991271,0.9898417,0.9119082,0.030613294,0.023762116,0.04762373,0.046798892,0.0889691,0.01572104,0.0035331757,-0.004766963,-0.0007994276,0.0040276805,0.6592991,0.20266168,0.35067493,0.022614595,0.625074,0.011940314,0.032298755,0.054015152,0.021749973,-0.030724794,1.0214238,1.0214238,1.0934087,1.0934087,1.0934087,0.90156084,0.90156084,0.90156084,0.8943706,0.7453134,0.9808622,0.96937954,1.0411358,1.0344064,1.000936,0.93511885,0.93511885,0.9429924,0.9429924,0.8204587,1.0,1.0,0.6,0.6,0.8,0.8212643,0.8212643,0.51311064,0.5306995,0.7316578,1.0,1.0,0.35,0.56666666,0.78333336,0.2,0.6,0.8,0.06666667,0.06666667,0.8,0.4,-0.45,0.5,0.71666664,0.9227365,0.37089148,0.59394497,0.45388645,0.1732595,0.78371626,0.22192238,0.51198405,0.60398424,0.48114485,0.6,0.5,0.45,0.5,0.53333336,0.4,0.5,0.55,0.5,0.46666667,0.2,0.0,-0.1,0.0,0.06666667,0.76919246,0.42181695,0.44797835,0.5610869,0.5544143,0.23080753,0.57818305,0.5520216,0.43891308,0.4455857,0.538385,-0.15636611,-0.1040433,0.122173816,0.108828574,0.71498346,0.8731115,0.9740118,1.1124485,1.1120429,0.25860542,0.34340486,0.31770483,0.37572587,0.36154383,1.1172799,1.1875389,1.0523256,1.1933435,1.1821096,0.7966398,0.4477294,0.41617647,0.4742291,0.47152847,0.2033602,0.5522706,0.58382356,0.5257709,0.5284715,0.5932796,-0.10454115,-0.16764706,-0.051541794,-0.05694303
SH600025,0.038430747339046924,1.0,,2026-02-12,-0.010893239,0.0130719,-0.8333325,0.0010893634,0.08333627,0.0010892976,0.083331235,-0.010893305,-0.83333755,1.0110132,1.0121145,0.9988987,1.0017478,1.0080501,0.99373883,1.0089445,0.9973166,1.0402504,1.0071557,1.0035778,1.0051432,1.0058438,1.0205128,0.0045608426,0.006785813,0.010094076,0.008788139,0.019426148,-0.002504473,0.0010516617,-0.00054676004,-0.00020097871,-0.0009314851,0.7538459,0.22017081,0.10269007,0.04053293,0.7012587,-0.002146712,-0.00831032,5.1085895e-05,-0.0029296014,0.0069659683,1.0148691,1.0148691,1.0315135,1.0315135,1.0696356,0.9988987,0.9837584,0.97611153,0.97611153,0.97611153,1.0096601,1.008229,1.0118068,1.0118068,1.0404294,1.0057245,0.99964225,0.9974956,1.0,1.0026834,0.2,0.35,0.325,0.23333333,0.13333334,0.068958335,0.5220582,0.43118453,0.43118453,0.25542605,0.4,0.7,0.15,0.43333334,0.2,1.0,0.3,0.5,0.6666667,0.8333333,-0.6,0.4,-0.35,-0.23333333,-0.6333333,0.35178286,-0.45197314,0.09667868,0.15106341,-0.09295842,-0.29534712,0.20443334,0.35215908,0.3245719,0.22242914,0.4,0.5,0.45,0.53333336,0.45,0.6,0.5,0.5,0.43333334,0.51666665,-0.2,0.0,-0.05,0.1,-0.06666667,0.30434614,0.5555557,0.4642856,0.5084746,0.43732587,0.69565386,0.4444443,0.5357144,0.49152538,0.5626741,-0.3913077,0.11111137,-0.07142876,0.016949223,-0.12534826,1.0339308,1.4209608,1.7028791,1.5878551,1.4958591,0.24935132,0.52097356,0.54788834,0.51297927,0.4619962,0.62290823,0.93671167,0.88642675,0.9727249,1.0020852,0.37739965,0.31931868,0.49493837,0.48536685,0.501288,0.6226003,0.68068135,0.5050616,0.5146332,0.498712,-0.24520068,-0.36136264,-0.010123256,-0.029266315,0.0025759765
SH601688,0.03800213399256533,0.875,,2026-02-12,-0.0097216405,0.01325679,-0.73333293,0.0,0.0,0.0035351494,0.26666707,-0.0061864913,-0.46666586,1.0098171,1.0098171,0.99643016,1.0011482,0.99903756,1.0368944,1.0423484,1.0516522,0.9823548,1.004684,1.0017966,1.0137472,1.0352155,1.0115763,0.011353172,0.016072549,0.017603911,0.038290255,0.04967429,0.0017965923,0.00017110487,-0.0017601743,-0.0035684316,0.001361935,0.06260436,0.001038883,0.3499138,0.6731005,0.22927108,-0.008277186,-0.0025665802,0.002974461,0.016526774,-0.051753387,1.0228047,1.0522271,1.0592136,1.1489978,1.1489978,0.9843644,0.9393182,0.9393182,0.9393182,0.90486485,1.0113571,1.0134103,1.0252807,1.0673724,1.0536413,0.9974976,0.98742384,0.99980754,1.009753,0.9703561,0.4,0.5,0.25,0.16666667,0.38333333,0.4067495,0.5374403,0.50612277,0.28940257,0.38968593,0.4,0.2,0.05,0.1,0.55,0.2,0.3,0.65,0.76666665,0.06666667,0.2,-0.1,-0.6,-0.6666667,0.48333332,-0.123153225,-0.37926203,0.08408297,0.39877042,0.49821708,0.39448422,-0.4568739,0.028090673,0.079428665,0.36236185,0.4,0.4,0.35,0.36666667,0.45,0.6,0.6,0.6,0.56666666,0.51666665,-0.2,-0.2,-0.25,-0.2,-0.06666667,0.5080212,0.3794551,0.42378762,0.44615385,0.50959194,0.4919788,0.6205449,0.57621235,0.5538461,0.4904081,0.016042393,-0.24108982,-0.15242472,-0.10769227,0.01918383,1.1103483,1.8992488,2.0324895,2.2609324,2.0392933,0.3931535,1.2146038,0.9644196,0.9145594,0.8900546,1.1782833,1.4746801,1.2732204,1.2744503,1.3807272,0.32206398,0.36576083,0.45554656,0.49684098,0.47932583,0.677936,0.6342392,0.54445344,0.50315905,0.52067417,-0.35587204,-0.26847836,-0.08890688,-0.006318039,-0.041348312
SH600150,0.03598893037849355,0.875,,2026-02-12,0.034720264,0.05136293,0.675979,0.012051576,0.23463567,0.004591093,0.08938534,0.02725978,0.53072864,0.9664448,1.0116472,0.96200776,0.9931099,0.9611667,0.9586879,0.99834746,0.92233324,0.94340247,0.96424025,0.9564158,0.9676898,0.97115314,0.9558305,0.023659706,0.023687592,0.021897523,0.023358665,0.026067022,0.014409656,0.0055458327,-0.0013811903,-0.0006117672,0.0004957469,0.9273176,0.50246185,0.13924676,0.053159144,0.11031562,0.0069404435,0.018628007,0.04543149,0.037717484,0.029544972,1.0116472,1.0116472,1.0166292,1.0166292,1.0166292,0.937932,0.91656756,0.91656756,0.91656756,0.9007067,0.9762703,0.9709989,0.98552424,0.9924316,0.9809139,0.94439393,0.93836236,0.9560274,0.9561596,0.93009996,1.0,1.0,0.975,0.95,0.975,0.8419975,0.8775007,0.83380985,0.83380985,0.8565484,1.0,1.0,0.3,0.53333336,0.76666665,0.2,0.2,0.6,0.73333335,0.35,0.8,0.8,-0.3,-0.2,0.41666666,0.91676134,0.33635145,0.21753171,0.40272576,0.6915835,0.5608812,0.49591842,0.4814459,0.615426,0.56869024,0.8,0.6,0.4,0.43333334,0.43333334,0.2,0.4,0.6,0.53333336,0.55,0.6,0.2,-0.2,-0.1,-0.11666667,0.7417691,0.6091703,0.5027918,0.5890151,0.53819555,0.25823092,0.3908297,0.49720815,0.41098487,0.46180445,0.48353815,0.21834059,0.005583696,0.17803024,0.07639111,0.58561295,0.6428307,0.627587,0.631241,0.5174926,0.26305428,0.22724025,0.18979721,0.18916288,0.22383922,1.0084264,0.9002123,0.98040646,1.0453198,1.2228268,0.8303742,0.5880963,0.5781692,0.5740393,0.5323368,0.1696258,0.41190368,0.42183074,0.42596075,0.46766323,0.66074836,0.17619264,0.15633851,0.14807852,0.06467356
SZ000858,0.03589701922440218,0.375,,2026-02-12,-0.012086933,0.016147334,-0.7485404,0.0019830232,0.12280809,0.0020773786,0.12865148,-0.011992577,-0.74269706,1.0122348,1.014242,0.9978972,1.0028121,1.0408117,1.0587851,1.0140479,1.0261891,1.1242763,1.0160958,1.0213144,1.0068574,1.0131897,1.0417211,0.010187028,0.0130535,0.02562249,0.023118097,0.038824484,-0.0058116927,-0.0012419885,0.00203565,-0.00024759478,-0.0018271089,0.81367373,0.08298368,0.22091825,0.008889565,0.6754875,-0.0044723167,-0.015725395,-0.02619603,-0.009599594,0.012178599,1.048844,1.0588787,1.0588787,1.0588787,1.136232,0.9978972,0.9978972,0.9606202,0.9606202,0.9606202,1.0234375,1.028407,1.0256544,1.0315399,1.0700234,1.010857,1.0115832,0.98397917,0.99646425,1.0133805,0.2,0.1,0.4,0.26666668,0.13333334,0.041274335,0.034482524,0.4007776,0.4007776,0.2242434,0.2,0.1,0.55,0.7,0.033333335,1.0,1.0,0.5,0.6666667,0.8333333,-0.8,-0.9,0.05,0.033333335,-0.8,0.41684854,0.22911571,0.4571403,0.2117749,-0.40138516,-0.3952215,0.13831194,0.6963949,0.65899587,0.40936226,0.2,0.4,0.35,0.36666667,0.33333334,0.8,0.6,0.65,0.6333333,0.6666667,-0.6,-0.2,-0.3,-0.26666668,-0.33333334,0.072121225,0.2903846,0.47653016,0.4660404,0.39282107,0.9278788,0.7096154,0.5234698,0.5339596,0.6071789,-0.85575753,-0.41923082,-0.046939667,-0.06791921,-0.21435782,1.0644155,1.7887748,1.7223206,1.4875104,1.1754109,0.31970564,0.9458177,1.1353751,0.9866193,0.79019374,0.881921,1.7121406,2.5669055,2.8968568,3.5398617,0.20559706,0.11037632,0.504207,0.50441295,0.5039664,0.79440296,0.8896237,0.495793,0.49558708,0.49603364,-0.5888059,-0.77924734,0.008413986,0.008825863,0.007932735
SH600460,0.0352012131276251,0.75,,2026-02-12,0.044674646,0.058595028,0.76243067,0.009064426,0.15469617,0.004855955,0.08287316,0.040466174,0.69060767,0.9572358,1.0086768,0.95258754,0.9901863,0.96436775,1.0396672,0.91261613,0.8735696,0.8899994,0.9647402,0.9676537,0.97400624,0.95117915,0.90819246,0.02587489,0.030202052,0.03427612,0.043708216,0.053813607,0.009638495,-0.0015289751,0.00014351026,0.0031547095,0.0025912311,0.34689766,0.023493048,0.00061355095,0.40373304,0.70717674,0.01598277,0.039226677,0.02463039,0.0030775794,0.015366218,1.0086768,1.0489768,1.0839809,1.0839809,1.0839809,0.9315243,0.9048695,0.9048695,0.8683124,0.832973,0.9841414,0.9841414,0.99380887,0.980363,0.95296216,0.94466865,0.9460344,0.94775593,0.9133611,0.86396843,1.0,0.9,0.85,0.9,0.95,0.8875371,0.6601368,0.5311246,0.6106018,0.6654252,1.0,0.1,0.5,0.6666667,0.8333333,0.4,0.5,0.75,0.033333335,0.06666667,0.6,-0.4,-0.25,0.6333333,0.76666665,0.8727658,0.6063055,0.7324391,0.8342935,0.9227423,0.9641283,0.680164,0.7410628,0.7091061,0.6395528,0.4,0.4,0.45,0.56666666,0.5833333,0.6,0.6,0.55,0.43333334,0.41666666,-0.2,-0.2,-0.1,0.13333334,0.16666667,0.6112117,0.43373653,0.5796643,0.59650624,0.5590746,0.38878828,0.5662635,0.42033574,0.40349373,0.4409254,0.22242342,-0.13252695,0.15932855,0.19301252,0.11814921,0.6498944,0.70931935,0.8278535,0.7047146,0.46272597,0.26391837,0.21684949,0.31673267,0.31687778,0.33150885,0.8528384,0.96322197,1.0272123,1.2442125,1.7398256,0.5147128,0.454805,0.5417853,0.5529824,0.54151404,0.48528716,0.54519504,0.4582147,0.44701758,0.45848596,0.029425675,-0.09039004,0.083570585,0.10596484,0.08302807
